age_group,demography,food_security_status,food_security_numeric,poverty_indicator,family_income,state,person_supplement_weight
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Michigan,65035.6
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Minnesota,36173.12
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Nevada,19986.43
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",New Jersey,6878.76
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",New Mexico,13263.5
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",New York,32983.64
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",North Carolina,32931.32
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",North Dakota,3676.47
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Oklahoma,7803.62
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Oregon,41924.66
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Pennsylvania,57650.43
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",South Carolina,18921.19
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Tennessee,3362.01
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Texas,71639.06
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Vermont,6928.36
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Washington,80099.21
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",West Virginia,6425.75
(0-17),Children,Food Secure,1,1,"$100,000 to $149,999",Wyoming,1151.16
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",California,84496.99
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Colorado,10534.65
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Florida,70636.69
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Idaho,2105.51
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Illinois,12900.15
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Indiana,13733.56
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Kansas,1838.02
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Louisiana,10134.45
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Maryland,63333.13
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Michigan,6688.2
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Minnesota,17670.95
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Mississippi,3948.74
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",New Mexico,3647.4
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",New York,27234.42
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Ohio,17908.11
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Oklahoma,13586.31
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Texas,28070.16
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Utah,7259.79
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",Washington,3464.81
(0-17),Children,Food Secure,1,1,"$12,500 to $14,999",West Virginia,4011.65
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Alabama,3469.36
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Alaska,3116.86
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Arkansas,6928.69
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",California,102519.61
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Connecticut,3432.94
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Delaware,1070.58
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",District of Columbia,1597.57
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Georgia,40425.33
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Hawaii,1095.81
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Idaho,5102.11
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Illinois,47439.88
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Indiana,15331.08
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Iowa,2964.32
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Kansas,6897.95
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Kentucky,7403.92
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Louisiana,27904.11
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Maryland,15732.65
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Massachusetts,12474.02
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Michigan,8257.88
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Mississippi,23524.07
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Missouri,14193.94
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Montana,4181.34
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Nevada,4550.16
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",New Hampshire,6372.15
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",New Jersey,9053.01
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",New Mexico,14084.05
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",New York,7217.67
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",North Dakota,4804.52
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Ohio,24343.6
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Oklahoma,22415.59
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Oregon,13053.85
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Pennsylvania,11101.51
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Rhode Island,2921.65
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",South Carolina,19042.1
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Tennessee,26206.15
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Texas,60414.46
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Virginia,10241.12
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",West Virginia,936.86
(0-17),Children,Food Secure,1,1,"$15,000 to $19,999",Wyoming,1737.67
(0-17),Children,Food Secure,1,1,"$150,000 or more",Alaska,2018.72
(0-17),Children,Food Secure,1,1,"$150,000 or more",Arizona,16490.79
(0-17),Children,Food Secure,1,1,"$150,000 or more",California,114156.9
(0-17),Children,Food Secure,1,1,"$150,000 or more",Colorado,18301.25
(0-17),Children,Food Secure,1,1,"$150,000 or more",Connecticut,39970.58
(0-17),Children,Food Secure,1,1,"$150,000 or more",Delaware,1644.28
(0-17),Children,Food Secure,1,1,"$150,000 or more",District of Columbia,566.43
(0-17),Children,Food Secure,1,1,"$150,000 or more",Florida,13712.12
(0-17),Children,Food Secure,1,1,"$150,000 or more",Georgia,25827.02
(0-17),Children,Food Secure,1,1,"$150,000 or more",Illinois,50372.42
(0-17),Children,Food Secure,1,1,"$150,000 or more",Kentucky,12839.37
(0-17),Children,Food Secure,1,1,"$150,000 or more",Louisiana,9294.61
(0-17),Children,Food Secure,1,1,"$150,000 or more",Maine,2420.51
(0-17),Children,Food Secure,1,1,"$150,000 or more",Massachusetts,17976.85
(0-17),Children,Food Secure,1,1,"$150,000 or more",Michigan,11039.94
(0-17),Children,Food Secure,1,1,"$150,000 or more",Minnesota,12128.61
(0-17),Children,Food Secure,1,1,"$150,000 or more",Montana,2397.43
(0-17),Children,Food Secure,1,1,"$150,000 or more",Nevada,25612.96
(0-17),Children,Food Secure,1,1,"$150,000 or more",New York,43401.73
(0-17),Children,Food Secure,1,1,"$150,000 or more",North Carolina,32273.51
(0-17),Children,Food Secure,1,1,"$150,000 or more",Ohio,19272.76
(0-17),Children,Food Secure,1,1,"$150,000 or more",Oklahoma,5001.67
(0-17),Children,Food Secure,1,1,"$150,000 or more",Pennsylvania,6444.63
(0-17),Children,Food Secure,1,1,"$150,000 or more",Rhode Island,4648.93
(0-17),Children,Food Secure,1,1,"$150,000 or more",South Carolina,6848.11
(0-17),Children,Food Secure,1,1,"$150,000 or more",Tennessee,8727.61
(0-17),Children,Food Secure,1,1,"$150,000 or more",Texas,24392.71
(0-17),Children,Food Secure,1,1,"$150,000 or more",Utah,7153.69
(0-17),Children,Food Secure,1,1,"$150,000 or more",Vermont,1454.18
(0-17),Children,Food Secure,1,1,"$150,000 or more",West Virginia,3553.94
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Alabama,27808.48
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Arizona,42129.94
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Arkansas,12891.72
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",California,142153.88
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Colorado,8588.66
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Connecticut,5766.81
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",District of Columbia,3677.86
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Florida,71562.39
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Georgia,27453.23
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Hawaii,3579.88
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Idaho,5905.37
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Illinois,24862.09
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Indiana,9374.26
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Iowa,6054.82
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Kansas,7290.77
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Kentucky,30475.76
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Louisiana,80627.29
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Maine,2217.25
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Maryland,34715.89
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Michigan,60130.94
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Minnesota,4671.86
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Mississippi,31456.8
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Missouri,31517.67
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Montana,3340.99
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Nebraska,35948.3
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Nevada,6001.45
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",New Hampshire,5444.44
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",New Jersey,53065.43
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",New Mexico,2287.41
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",New York,117025.05
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",North Carolina,105024.37
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",North Dakota,349.21
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Ohio,71061.47
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Oklahoma,6485.56
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Oregon,10054.25
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Pennsylvania,44156.99
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",South Carolina,17050.9
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",South Dakota,983.03
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Tennessee,8921.55
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Texas,121829.12
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Vermont,3123.32
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Virginia,13994.04
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Washington,3811.57
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",West Virginia,10151.96
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Wisconsin,3118.38
(0-17),Children,Food Secure,1,1,"$20,000 to $24,999",Wyoming,1765.3
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Alabama,13446.9
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Alaska,1560.53
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Arizona,141153.04
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Arkansas,25510.6
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",California,215803.75
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Connecticut,7476.39
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Delaware,1363.15
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Florida,63005.04
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Georgia,4664.62
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Idaho,9103.91
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Illinois,71195.25
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Kansas,13826.94
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Kentucky,17521.62
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Louisiana,33819.51
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Maine,7024
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Maryland,6750.14
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Michigan,27431.4
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Mississippi,33052.84
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Missouri,25788.56
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Montana,3262.22
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Nebraska,12222.22
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",New Jersey,46034.43
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",New Mexico,1924.2
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",New York,112835.09
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",North Carolina,97447.59
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",North Dakota,2340.58
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Ohio,36527.43
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Oklahoma,8437.2
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Oregon,4118.66
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Pennsylvania,42958.78
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",South Carolina,4992.13
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",South Dakota,3625.21
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Tennessee,66654.31
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Texas,149287.2
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Vermont,2667.01
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Virginia,15240.13
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Washington,49095.17
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",West Virginia,5693.59
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Wisconsin,15188.15
(0-17),Children,Food Secure,1,1,"$25,000 to $29,999",Wyoming,1300.85
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Alabama,70173.48
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Alaska,3031
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Arizona,4650.4
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Arkansas,18659.21
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",California,128398.07
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Connecticut,3227.61
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Delaware,1891.73
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Florida,64204.71
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Georgia,85651.21
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Hawaii,10391.71
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Idaho,2575.83
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Illinois,129836.09
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Indiana,27600.25
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Iowa,58233.52
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Kansas,20152.25
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Kentucky,64038.7
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Louisiana,19315.08
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Maine,12739.31
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Maryland,7572.09
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Massachusetts,35097.13
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Michigan,57240.85
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Minnesota,4840.25
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Mississippi,15012.66
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Missouri,23633.34
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Montana,9956.67
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Nebraska,6085.28
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Nevada,43993.01
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",New Hampshire,7118.02
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",New Jersey,31856.03
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",New Mexico,13212.46
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",New York,27616.82
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",North Carolina,107513.29
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",North Dakota,1361.11
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Ohio,57682.48
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Oklahoma,33454.29
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Oregon,6300.76
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Pennsylvania,85592.19
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Rhode Island,1873.91
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",South Carolina,47010.34
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Tennessee,37281.53
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Texas,215420.83
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Utah,16047.86
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Vermont,918.93
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Virginia,10309.11
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",West Virginia,8169.82
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Wisconsin,42462.77
(0-17),Children,Food Secure,1,1,"$30,000 to $34,999",Wyoming,3613.8
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Alabama,15193.39
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Alaska,8801.87
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Arizona,31910.41
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Arkansas,39051.89
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",California,234760.92
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Connecticut,21307.17
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Delaware,10337.82
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",District of Columbia,2239.65
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Florida,235931.58
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Georgia,110766.82
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Hawaii,845.33
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Idaho,7482.2
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Illinois,135895.78
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Indiana,56285.84
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Iowa,26440.94
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Kansas,5341.94
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Louisiana,26432.02
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Maine,2077.15
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Maryland,10921.45
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Massachusetts,24242.32
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Michigan,110768.34
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Minnesota,4717.43
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Mississippi,15829.09
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Missouri,36318.47
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Montana,2940.69
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Nebraska,26197.51
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Nevada,9303.49
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",New Jersey,76492.54
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",New Mexico,13211.16
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",New York,95475.36
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",North Carolina,58951.66
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",North Dakota,993.37
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Ohio,45646.26
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Oklahoma,18046.94
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Oregon,7527.58
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Pennsylvania,46075.94
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",South Carolina,65341.47
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",South Dakota,4915.48
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Tennessee,43021.71
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Texas,226797.1
(0-17),Children,Food Secure,1,1,"$35,000 to $39,999",Utah,1992.6
